chrm	start	end	strand	geneName
chrXI	259253	259531	W	ID=YKL096W-A|Name=YKL096W-A|gene=CWP2
chrXI	261132	261851	W	ID=YKL096W|Name=YKL096W|gene=CWP1
chrXI	262277	263113	W	ID=YKL095W|Name=YKL095W|gene=YJU2
chrXI	263349	264290	W	ID=YKL094W|Name=YKL094W|gene=YJU3
chrXI	264789	265808	W	ID=YKL093W|Name=YKL093W|gene=MBR1
chrXI	266145	269459	C	ID=YKL092C|Name=YKL092C|gene=BUD2
chrXI	269718	270650	C	ID=YKL091C|Name=YKL091C|Alias=SFH1
chrXI	271878	273209	W	ID=YKL090W|Name=YKL090W|gene=CUE2
chrXI	273394	275043	W	ID=YKL089W|Name=YKL089W|gene=MIF2
chrXI	275283	276998	W	ID=YKL088W|Name=YKL088W|gene=CAB3
chrXI	277189	277863	C	ID=YKL087C|Name=YKL087C|gene=CYT2
chrXI	278281	278664	W	ID=YKL086W|Name=YKL086W|gene=SRX1
chrXI	279123	280127	W	ID=YKL085W|Name=YKL085W|gene=MDH1
chrXI	280509	280859	W	ID=YKL084W|Name=YKL084W|gene=HOT13
chrXI	280921	281535	W	ID=YKL083W|Name=YKL083W|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXI	281025	282329	C	ID=YKL082C|Name=YKL082C|gene=RRP14
chrXI	282891	284455	W	ID=YKL081W|Name=YKL081W|gene=TEF4
chrXI	285030	286208	W	ID=YKL080W|Name=YKL080W|gene=VMA5
chrXI	286603	288573	W	ID=YKL079W|Name=YKL079W|gene=SMY1
chrXI	288845	291052	W	ID=YKL078W|Name=YKL078W|gene=DHR2
chrXI	291453	292631	W	ID=YKL077W|Name=YKL077W|Ontology_term=GO:0000324,GO:0003674,GO:0008150
chrXI	292838	293221	C	ID=YKL076C|Name=YKL076C|gene=PSY1
chrXI	292956	294308	C	ID=YKL075C|Name=YKL075C|Ontology_term=GO:0003674,GO:0005737,GO:0042493
chrXI	294610	296193	C	ID=YKL074C|Name=YKL074C|gene=MUD2
chrXI	296430	299075	W	ID=YKL073W|Name=YKL073W|gene=LHS1
chrXI	299582	301882	W	ID=YKL072W|Name=YKL072W|gene=STB6
chrXI	305114	305884	W	ID=YKL071W|Name=YKL071W|Ontology_term=GO:0003674,GO:0005737,GO:0008150,GO:0016021
chrXI	306211	306720	W	ID=YKL070W|Name=YKL070W|Ontology_term=GO:0003674,GO:0005739,GO:0008150
chrXI	307285	307827	W	ID=YKL069W|Name=YKL069W|Alias=YKG9,fRMsr
chrXI	309206	309442	W	ID=YKL068W-A|Name=YKL068W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	310199	313078	W	ID=YKL068W|Name=YKL068W|gene=NUP100
chrXI	314812	315273	W	ID=YKL067W|Name=YKL067W|gene=YNK1
chrXI	315281	315724	W	ID=YKL066W|Name=YKL066W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	315954	316175	W	ID=YKL065W-A|Name=YKL065W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	316437	317057	C	ID=YKL065C|Name=YKL065C|gene=YET1
chrXI	317764	320673	W	ID=YKL064W|Name=YKL064W|gene=MNR2
chrXI	321015	321518	C	ID=YKL063C|Name=YKL063C|Ontology_term=GO:0003674,GO:0005794,GO:0008150
chrXI	323228	325120	W	ID=YKL062W|Name=YKL062W|gene=MSN4
chrXI	325771	326112	W	ID=YKL061W|Name=YKL061W|gene=BLI1
chrXI	326408	327487	C	ID=YKL060C|Name=YKL060C|gene=FBA1
chrXI	328118	329443	C	ID=YKL059C|Name=YKL059C|gene=MPE1
chrXI	330166	330534	W	ID=YKL058W|Name=YKL058W|gene=TOA2
chrXI	330856	333969	C	ID=YKL057C|Name=YKL057C|gene=NUP120
chrXI	334412	334915	C	ID=YKL056C|Name=YKL056C|gene=TMA19
chrXI	335321	336157	C	ID=YKL055C|Name=YKL055C|gene=OAR1
chrXI	336537	338753	C	ID=YKL054C|Name=YKL054C|gene=DEF1
chrXI	339182	339442	C	ID=YKL053C-A|Name=YKL053C-A|gene=MDM35
chrXI	339572	339946	W	ID=YKL053W|Name=YKL053W|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXI	339668	340546	C	ID=YKL052C|Name=YKL052C|gene=ASK1
chrXI	341312	342373	W	ID=YKL051W|Name=YKL051W|gene=SFK1
chrXI	342852	345620	C	ID=YKL050C|Name=YKL050C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	346075	346764	C	ID=YKL049C|Name=YKL049C|gene=CSE4
chrXI	347214	349136	C	ID=YKL048C|Name=YKL048C|gene=ELM1
chrXI	349463	351013	W	ID=YKL047W|Name=YKL047W|gene=ANR2
chrXI	351275	352624	C	ID=YKL046C|Name=YKL046C|gene=DCW1
chrXI	353493	355079	W	ID=YKL045W|Name=YKL045W|gene=PRI2
chrXI	356322	356642	W	ID=YKL044W|Name=YKL044W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	356748	357848	W	ID=YKL043W|Name=YKL043W|gene=PHD1
chrXI	358475	359566	W	ID=YKL042W|Name=YKL042W|gene=SPC42
chrXI	360143	360817	W	ID=YKL041W|Name=YKL041W|gene=VPS24
chrXI	361058	361828	C	ID=YKL040C|Name=YKL040C|gene=NFU1
chrXI	362622	364193	W	ID=YKL039W|Name=YKL039W|gene=PTM1
chrXI	365605	369117	W	ID=YKL038W|Name=YKL038W|gene=RGT1
chrXI	369365	369721	W	ID=YKL037W|Name=YKL037W|gene=AIM26
chrXI	369528	369920	C	ID=YKL036C|Name=YKL036C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	369891	371390	W	ID=YKL035W|Name=YKL035W|gene=UGP1
chrXI	371829	374105	W	ID=YKL034W|Name=YKL034W|gene=TUL1
chrXI	374505	375215	W	ID=YKL033W-A|Name=YKL033W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	375456	378572	W	ID=YKL033W|Name=YKL033W|gene=TTI1
chrXI	380065	381858	C	ID=YKL032C|Name=YKL032C|gene=IXR1
chrXI	382072	382485	W	ID=YKL031W|Name=YKL031W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	382498	383103	W	ID=YKL030W|Name=YKL030W|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXI	382716	384725	C	ID=YKL029C|Name=YKL029C|gene=MAE1
chrXI	385758	387206	W	ID=YKL028W|Name=YKL028W|gene=TFA1
chrXI	387562	388905	W	ID=YKL027W|Name=YKL027W|Ontology_term=GO:0003674,GO:0005739,GO:0005741,GO:0008150
chrXI	389380	389883	C	ID=YKL026C|Name=YKL026C|gene=GPX1
chrXI	390240	392279	C	ID=YKL025C|Name=YKL025C|gene=PAN3
chrXI	392526	393140	C	ID=YKL024C|Name=YKL024C|gene=URA6
chrXI	393146	393373	C	ID=YKL023C-A|Name=YKL023C-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	393721	394554	W	ID=YKL023W|Name=YKL023W|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrXI	394726	397248	C	ID=YKL022C|Name=YKL022C|gene=CDC16
chrXI	397344	398750	C	ID=YKL021C|Name=YKL021C|gene=MAK11
chrXI	398832	402080	C	ID=YKL020C|Name=YKL020C|gene=SPT23
chrXI	402568	403518	W	ID=YKL019W|Name=YKL019W|gene=RAM2
chrXI	403580	403879	C	ID=YKL018C-A|Name=YKL018C-A|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrXI	404102	405091	W	ID=YKL018W|Name=YKL018W|gene=SWD2
chrXI	405190	407241	C	ID=YKL017C|Name=YKL017C|gene=HCS1
chrXI	407465	407989	C	ID=YKL016C|Name=YKL016C|gene=ATP7
chrXI	408544	411483	W	ID=YKL015W|Name=YKL015W|gene=PUT3
chrXI	411619	416913	C	ID=YKL014C|Name=YKL014C|gene=URB1
chrXI	417508	418023	C	ID=YKL013C|Name=YKL013C|gene=ARC19
chrXI	418310	420061	W	ID=YKL012W|Name=YKL012W|gene=PRP40
chrXI	420155	421216	C	ID=YKL011C|Name=YKL011C|gene=CCE1
chrXI	421424	425875	C	ID=YKL010C|Name=YKL010C|gene=UFD4
chrXI	426242	426952	W	ID=YKL009W|Name=YKL009W|gene=MRT4
chrXI	427295	428551	C	ID=YKL008C|Name=YKL008C|gene=LAC1
chrXI	429302	430108	W	ID=YKL007W|Name=YKL007W|gene=CAP1
chrXI	430198	430632	C	ID=YKL006C-A|Name=YKL006C-A|gene=SFT1
chrXI	431906	432720	W	ID=YKL006W|Name=YKL006W|gene=RPL14A
chrXI	433093	434877	C	ID=YKL005C|Name=YKL005C|gene=BYE1
chrXI	435580	436785	W	ID=YKL004W|Name=YKL004W|gene=AUR1
chrXI	437097	437492	C	ID=YKL003C|Name=YKL003C|gene=MRP17
chrXI	437778	438544	W	ID=YKL002W|Name=YKL002W|gene=DID4
chrXI	438777	439385	C	ID=YKL001C|Name=YKL001C|gene=MET14
chrXI	440608	442722	C	ID=YKR001C|Name=YKR001C|gene=VPS1
chrXI	443232	444938	W	ID=YKR002W|Name=YKR002W|gene=PAP1
chrXI	445381	446727	W	ID=YKR003W|Name=YKR003W|gene=OSH6
chrXI	446799	448036	C	ID=YKR004C|Name=YKR004C|gene=ECM9
chrXI	448521	450167	C	ID=YKR005C|Name=YKR005C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	450423	451217	C	ID=YKR006C|Name=YKR006C|gene=MRPL13
chrXI	451434	451988	W	ID=YKR007W|Name=YKR007W|gene=MEH1
chrXI	452201	454078	W	ID=YKR008W|Name=YKR008W|gene=RSC4
chrXI	454352	457054	C	ID=YKR009C|Name=YKR009C|gene=FOX2
chrXI	458924	461239	C	ID=YKR010C|Name=YKR010C|gene=TOF2
chrXI	461635	462696	C	ID=YKR011C|Name=YKR011C|Alias=TOS5
chrXI	463739	464116	C	ID=YKR012C|Name=YKR012C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	463959	464948	W	ID=YKR013W|Name=YKR013W|gene=PRY2
chrXI	465367	466071	C	ID=YKR014C|Name=YKR014C|gene=YPT52
chrXI	466961	468667	C	ID=YKR015C|Name=YKR015C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	469717	471339	W	ID=YKR016W|Name=YKR016W|gene=FCJ1
chrXI	471694	473349	C	ID=YKR017C|Name=YKR017C|gene=HEL1
chrXI	473723	475900	C	ID=YKR018C|Name=YKR018C|Ontology_term=GO:0003674,GO:0005634,GO:0005737,GO:0008150
chrXI	476216	478063	C	ID=YKR019C|Name=YKR019C|gene=IRS4
chrXI	478338	478832	W	ID=YKR020W|Name=YKR020W|gene=VPS51
chrXI	479234	481981	W	ID=YKR021W|Name=YKR021W|gene=ALY1
chrXI	482171	483139	C	ID=YKR022C|Name=YKR022C|gene=NTR2
chrXI	483419	485011	W	ID=YKR023W|Name=YKR023W|Ontology_term=GO:0003674,GO:0005737,GO:0005739,GO:0008150
chrXI	485144	487372	C	ID=YKR024C|Name=YKR024C|gene=DBP7
chrXI	487770	488618	W	ID=YKR025W|Name=YKR025W|gene=RPC37
chrXI	488738	489655	C	ID=YKR026C|Name=YKR026C|gene=GCN3
chrXI	491364	493661	W	ID=YKR027W|Name=YKR027W|gene=BCH2
chrXI	494257	497358	W	ID=YKR028W|Name=YKR028W|gene=SAP190
chrXI	497578	499833	C	ID=YKR029C|Name=YKR029C|gene=SET3
chrXI	500282	501103	W	ID=YKR030W|Name=YKR030W|gene=GMH1
chrXI	501344	506395	C	ID=YKR031C|Name=YKR031C|gene=SPO14
chrXI	506517	506831	W	ID=YKR032W|Name=YKR032W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	506879	507304	C	ID=YKR033C|Name=YKR033C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	506898	507707	W	ID=YKR034W|Name=YKR034W|gene=DAL80
chrXI	507920	508561	C	ID=YKR035C|Name=YKR035C|gene=OPI8
chrXI	507939	508553	W	ID=YKR035W-A|Name=YKR035W-A|gene=DID2
chrXI	508702	510633	C	ID=YKR036C|Name=YKR036C|gene=CAF4
chrXI	510910	511797	C	ID=YKR037C|Name=YKR037C|gene=SPC34
chrXI	511999	513159	C	ID=YKR038C|Name=YKR038C|gene=KAE1
chrXI	515063	516871	W	ID=YKR039W|Name=YKR039W|gene=GAP1
chrXI	518063	518566	C	ID=YKR040C|Name=YKR040C|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXI	518198	518950	W	ID=YKR041W|Name=YKR041W|Ontology_term=GO:0003674,GO:0005634,GO:0005737,GO:0008150,GO:0072686
chrXI	519527	520624	W	ID=YKR042W|Name=YKR042W|gene=UTH1
chrXI	520897	521712	C	ID=YKR043C|Name=YKR043C|gene=SHB17
chrXI	522015	523346	W	ID=YKR044W|Name=YKR044W|gene=UIP5
chrXI	523418	523969	C	ID=YKR045C|Name=YKR045C|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrXI	524223	525074	C	ID=YKR046C|Name=YKR046C|gene=PET10
chrXI	525257	525562	W	ID=YKR047W|Name=YKR047W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	525387	526640	C	ID=YKR048C|Name=YKR048C|gene=NAP1
chrXI	526830	527231	C	ID=YKR049C|Name=YKR049C|gene=FMP46
chrXI	527815	530484	W	ID=YKR050W|Name=YKR050W|gene=TRK2
chrXI	530946	532202	W	ID=YKR051W|Name=YKR051W|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXI	532550	533464	C	ID=YKR052C|Name=YKR052C|gene=MRS4
chrXI	534067	535281	C	ID=YKR053C|Name=YKR053C|gene=YSR3
chrXI	535647	547925	C	ID=YKR054C|Name=YKR054C|gene=DYN1
chrXI	548216	549091	W	ID=YKR055W|Name=YKR055W|gene=RHO4
chrXI	549448	551367	W	ID=YKR056W|Name=YKR056W|gene=TRM2
chrXI	551657	552242	W	ID=YKR057W|Name=YKR057W|gene=RPS21A
chrXI	552770	554620	W	ID=YKR058W|Name=YKR058W|gene=GLG1
chrXI	554987	556174	W	ID=YKR059W|Name=YKR059W|gene=TIF1
chrXI	556518	557342	W	ID=YKR060W|Name=YKR060W|gene=UTP30
chrXI	557677	558954	W	ID=YKR061W|Name=YKR061W|gene=KTR2
chrXI	559666	560652	W	ID=YKR062W|Name=YKR062W|gene=TFA2
chrXI	560789	562297	C	ID=YKR063C|Name=YKR063C|gene=LAS1
chrXI	562547	565138	W	ID=YKR064W|Name=YKR064W|gene=OAF3
chrXI	565299	565892	C	ID=YKR065C|Name=YKR065C|gene=PAM17
chrXI	566113	567198	C	ID=YKR066C|Name=YKR066C|gene=CCP1
chrXI	567918	570149	W	ID=YKR067W|Name=YKR067W|gene=GPT2
chrXI	570328	570909	C	ID=YKR068C|Name=YKR068C|gene=BET3
chrXI	571612	573393	W	ID=YKR069W|Name=YKR069W|gene=MET1
chrXI	573574	574632	W	ID=YKR070W|Name=YKR070W|Ontology_term=GO:0003674,GO:0005739,GO:0008150
chrXI	574934	575980	C	ID=YKR071C|Name=YKR071C|gene=DRE2
chrXI	576435	578123	C	ID=YKR072C|Name=YKR072C|gene=SIS2
chrXI	578187	578507	C	ID=YKR073C|Name=YKR073C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	579209	579676	W	ID=YKR074W|Name=YKR074W|gene=AIM29
chrXI	579827	580750	C	ID=YKR075C|Name=YKR075C|Ontology_term=GO:0003674,GO:0005634,GO:0005737,GO:0008150
chrXI	580212	580481	W	ID=YKR075W-A|Name=YKR075W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXI	582283	583395	W	ID=YKR076W|Name=YKR076W|gene=ECM4
chrXI	583653	584744	W	ID=YKR077W|Name=YKR077W|gene=MSA2
chrXI	584952	586709	W	ID=YKR078W|Name=YKR078W|Ontology_term=GO:0005737,GO:0008150,GO:0032266
chrXI	586789	589305	C	ID=YKR079C|Name=YKR079C|gene=TRZ1
chrXI	590395	591357	W	ID=YKR080W|Name=YKR080W|gene=MTD1
chrXI	591506	592540	C	ID=YKR081C|Name=YKR081C|gene=RPF2
chrXI	592825	596298	W	ID=YKR082W|Name=YKR082W|gene=NUP133
chrXI	596421	596822	C	ID=YKR083C|Name=YKR083C|gene=DAD2
chrXI	597055	598890	C	ID=YKR084C|Name=YKR084C|gene=HBS1
chrXI	599094	599681	C	ID=YKR085C|Name=YKR085C|gene=MRPL20
chrXI	599857	603072	W	ID=YKR086W|Name=YKR086W|gene=PRP16
chrXI	603195	604232	C	ID=YKR087C|Name=YKR087C|gene=OMA1
chrXI	604405	605418	C	ID=YKR088C|Name=YKR088C|gene=TVP38
chrXI	605633	608365	C	ID=YKR089C|Name=YKR089C|gene=TGL4
chrXI	608946	611066	W	ID=YKR090W|Name=YKR090W|gene=PXL1
chrXI	611525	612265	W	ID=YKR091W|Name=YKR091W|gene=SRL3
chrXI	612665	613885	C	ID=YKR092C|Name=YKR092C|gene=SRP40
chrXI	615730	617535	W	ID=YKR093W|Name=YKR093W|gene=PTR2
chrXI	617996	618750	C	ID=YKR094C|Name=YKR094C|gene=RPL40B
chrXI	619805	625432	W	ID=YKR095W|Name=YKR095W|gene=MLP1
chrXI	625864	626205	W	ID=YKR095W-A|Name=YKR095W-A|gene=PCC1
chrXI	626793	630380	W	ID=YKR096W|Name=YKR096W|gene=ESL2
chrXI	631152	632801	W	ID=YKR097W|Name=YKR097W|gene=PCK1
chrXI	633026	635179	C	ID=YKR098C|Name=YKR098C|gene=UBP11
chrXI	635851	638286	W	ID=YKR099W|Name=YKR099W|gene=BAS1
chrXI	638901	639968	C	ID=YKR100C|Name=YKR100C|gene=SKG1
chrXI	640540	642504	W	ID=YKR101W|Name=YKR101W|gene=SIR1
chrXI	646356	649865	W	ID=YKR102W|Name=YKR102W|gene=FLO10
chrXI	653080	656736	W	ID=YKR103W|Name=YKR103W|gene=NFT1
chrXI	656836	657756	W	ID=YKR104W|Name=YKR104W|Alias=NFT1
chrXI	658716	660464	C	ID=YKR105C|Name=YKR105C|gene=VBA5
chrXI	661442	663289	W	ID=YKR106W|Name=YKR106W|gene=GEX2
chrXII	585	4301	C	ID=YLL067C|Name=YLL067C|Ontology_term=GO:0004386,GO:0005575,GO:0008150
chrXII	843	1325	W	ID=YLL067W-A|Name=YLL067W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	5605	5775	W	ID=YLL066W-B|Name=YLL066W-B|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	6120	9836	C	ID=YLL066C|Name=YLL066C|Ontology_term=GO:0004386,GO:0005575,GO:0008150
chrXII	6486	6968	W	ID=YLL066W-A|Name=YLL066W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	11726	12076	W	ID=YLL065W|Name=YLL065W|Alias=GIN11
chrXII	13083	13445	C	ID=YLL064C|Name=YLL064C|gene=PAU18
chrXII	14648	16072	C	ID=YLL063C|Name=YLL063C|gene=AYT1
chrXII	16639	17613	C	ID=YLL062C|Name=YLL062C|gene=MHT1
chrXII	17956	19707	W	ID=YLL061W|Name=YLL061W|gene=MMP1
chrXII	21138	21839	C	ID=YLL060C|Name=YLL060C|gene=GTT2
chrXII	22474	22980	C	ID=YLL059C|Name=YLL059C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	23569	25296	W	ID=YLL058W|Name=YLL058W|Ontology_term=GO:0003962,GO:0005575,GO:0006790
chrXII	25756	26994	C	ID=YLL057C|Name=YLL057C|gene=JLP1
chrXII	27409	28305	C	ID=YLL056C|Name=YLL056C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	30109	31704	W	ID=YLL055W|Name=YLL055W|gene=YCT1
chrXII	32673	35204	C	ID=YLL054C|Name=YLL054C|Ontology_term=GO:0000981,GO:0005575,GO:0008150,GO:0043565
chrXII	35503	35961	C	ID=YLL053C|Name=YLL053C|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXII	35912	36361	C	ID=YLL052C|Name=YLL052C|gene=AQY2
chrXII	37333	39471	C	ID=YLL051C|Name=YLL051C|gene=FRE6
chrXII	39804	40414	C	ID=YLL050C|Name=YLL050C|gene=COF1
chrXII	40666	41205	W	ID=YLL049W|Name=YLL049W|gene=LDB18
chrXII	41280	46265	C	ID=YLL048C|Name=YLL048C|gene=YBT1
chrXII	46672	47055	W	ID=YLL047W|Name=YLL047W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	46714	47463	C	ID=YLL046C|Name=YLL046C|gene=RNP1
chrXII	47859	48629	C	ID=YLL045C|Name=YLL045C|gene=RPL8B
chrXII	48216	48662	W	ID=YLL044W|Name=YLL044W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	49938	51947	W	ID=YLL043W|Name=YLL043W|gene=FPS1
chrXII	52087	52590	C	ID=YLL042C|Name=YLL042C|gene=ATG10
chrXII	53131	53931	C	ID=YLL041C|Name=YLL041C|gene=SDH2
chrXII	54211	63645	C	ID=YLL040C|Name=YLL040C|gene=VPS13
chrXII	64062	65207	C	ID=YLL039C|Name=YLL039C|gene=UBI4
chrXII	65775	66518	C	ID=YLL038C|Name=YLL038C|gene=ENT4
chrXII	66562	66942	W	ID=YLL037W|Name=YLL037W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	66745	68256	C	ID=YLL036C|Name=YLL036C|gene=PRP19
chrXII	68580	70478	W	ID=YLL035W|Name=YLL035W|gene=GRC3
chrXII	70633	73146	C	ID=YLL034C|Name=YLL034C|gene=RIX7
chrXII	73409	74101	W	ID=YLL033W|Name=YLL033W|gene=IRC19
chrXII	74270	76747	C	ID=YLL032C|Name=YLL032C|Ontology_term=GO:0003674,GO:0005737,GO:0005840,GO:0008150
chrXII	77152	80205	C	ID=YLL031C|Name=YLL031C|gene=GPI13
chrXII	80356	80697	C	ID=YLL030C|Name=YLL030C|gene=RRT7
chrXII	81461	83710	W	ID=YLL029W|Name=YLL029W|gene=FRA1
chrXII	84804	86564	W	ID=YLL028W|Name=YLL028W|gene=TPO1
chrXII	87403	88155	W	ID=YLL027W|Name=YLL027W|gene=ISA1
chrXII	88623	91349	W	ID=YLL026W|Name=YLL026W|gene=HSP104
chrXII	94747	95121	W	ID=YLL025W|Name=YLL025W|gene=PAU17
chrXII	95566	97485	C	ID=YLL024C|Name=YLL024C|gene=SSA2
chrXII	97997	98836	C	ID=YLL023C|Name=YLL023C|gene=POM33
chrXII	99044	100201	C	ID=YLL022C|Name=YLL022C|gene=HIF1
chrXII	100947	105347	W	ID=YLL021W|Name=YLL021W|gene=SPA2
chrXII	105556	105861	C	ID=YLL020C|Name=YLL020C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	105686	107899	C	ID=YLL019C|Name=YLL019C|gene=KNS1
chrXII	106908	107000	W	ID=YLL019W-A|Name=YLL019W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	108676	108972	C	ID=YLL018C-A|Name=YLL018C-A|gene=COX19
chrXII	109902	111575	C	ID=YLL018C|Name=YLL018C|gene=DPS1
chrXII	116432	121111	W	ID=YLL015W|Name=YLL015W|gene=BPT1
chrXII	121322	121648	W	ID=YLL014W|Name=YLL014W|gene=EMC6
chrXII	122075	124714	C	ID=YLL013C|Name=YLL013C|gene=PUF3
chrXII	125534	127255	W	ID=YLL012W|Name=YLL012W|gene=YEH1
chrXII	127523	128992	W	ID=YLL011W|Name=YLL011W|gene=SOF1
chrXII	129330	130613	C	ID=YLL010C|Name=YLL010C|gene=PSR1
chrXII	131205	131414	C	ID=YLL009C|Name=YLL009C|gene=COX17
chrXII	131729	133987	W	ID=YLL008W|Name=YLL008W|gene=DRS1
chrXII	134302	136299	C	ID=YLL007C|Name=YLL007C|Ontology_term=GO:0003674,GO:0005737,GO:0008150
chrXII	136345	136521	W	ID=YLL006W-A|Name=YLL006W-A|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	136586	137866	W	ID=YLL006W|Name=YLL006W|gene=MMM1
chrXII	137940	140546	C	ID=YLL005C|Name=YLL005C|gene=SPO75
chrXII	141073	142923	W	ID=YLL004W|Name=YLL004W|gene=ORC3
chrXII	143201	146041	W	ID=YLL003W|Name=YLL003W|gene=SFI1
chrXII	146291	147601	W	ID=YLL002W|Name=YLL002W|gene=RTT109
chrXII	147890	150163	W	ID=YLL001W|Name=YLL001W|gene=DNM1
chrXII	151389	153977	C	ID=YLR001C|Name=YLR001C|Ontology_term=GO:0000329,GO:0003674,GO:0005739,GO:0008150
chrXII	154343	156334	C	ID=YLR002C|Name=YLR002C|gene=NOC3
chrXII	156855	157730	C	ID=YLR003C|Name=YLR003C|gene=CMS1
chrXII	157934	159505	C	ID=YLR004C|Name=YLR004C|gene=THI73
chrXII	160049	161434	W	ID=YLR005W|Name=YLR005W|gene=SSL1
chrXII	161755	163893	C	ID=YLR006C|Name=YLR006C|gene=SSK1
chrXII	164392	165402	W	ID=YLR007W|Name=YLR007W|gene=NSE1
chrXII	165577	166083	C	ID=YLR008C|Name=YLR008C|gene=PAM18
chrXII	166537	167136	W	ID=YLR009W|Name=YLR009W|gene=RLP24
chrXII	167320	167802	C	ID=YLR010C|Name=YLR010C|gene=TEN1
chrXII	169103	169678	W	ID=YLR011W|Name=YLR011W|gene=LOT6
chrXII	169982	170281	C	ID=YLR012C|Name=YLR012C|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	171339	171764	W	ID=YLR013W|Name=YLR013W|gene=GAT3
chrXII	172268	174982	C	ID=YLR014C|Name=YLR014C|gene=PPR1
chrXII	175227	176744	W	ID=YLR015W|Name=YLR015W|gene=BRE2
chrXII	176802	177416	C	ID=YLR016C|Name=YLR016C|gene=PML1
chrXII	177608	178621	W	ID=YLR017W|Name=YLR017W|gene=MEU1
chrXII	178707	179606	C	ID=YLR018C|Name=YLR018C|gene=POM34
chrXII	180288	181481	W	ID=YLR019W|Name=YLR019W|gene=PSR2
chrXII	181789	183405	C	ID=YLR020C|Name=YLR020C|gene=YEH2
chrXII	183623	184162	W	ID=YLR021W|Name=YLR021W|gene=IRC25
chrXII	184174	184926	C	ID=YLR022C|Name=YLR022C|gene=SDO1
chrXII	185498	187129	C	ID=YLR023C|Name=YLR023C|gene=IZH3
chrXII	187663	193281	C	ID=YLR024C|Name=YLR024C|gene=UBR2
chrXII	194452	195174	W	ID=YLR025W|Name=YLR025W|gene=SNF7
chrXII	195450	196472	C	ID=YLR026C|Name=YLR026C|gene=SED5
chrXII	196829	198085	C	ID=YLR027C|Name=YLR027C|gene=AAT2
chrXII	199540	201315	C	ID=YLR028C|Name=YLR028C|gene=ADE16
chrXII	201976	202590	C	ID=YLR029C|Name=YLR029C|gene=RPL15A
chrXII	203290	204081	W	ID=YLR030W|Name=YLR030W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	204225	204785	W	ID=YLR031W|Name=YLR031W|Ontology_term=GO:0003674,GO:0005575,GO:0008150
chrXII	204991	208500	W	ID=YLR032W|Name=YLR032W|gene=RAD5
chrXII	208761	210269	W	ID=YLR033W|Name=YLR033W|gene=RSC58
chrXII	210512	211933	C	ID=YLR034C|Name=YLR034C|gene=SMF3
chrXII	212369	214456	C	ID=YLR035C|Name=YLR035C|gene=MLH2
chrXII	221521	222132	C	ID=YLR036C|Name=YLR036C|Ontology_term=GO:0003674,GO:0008150,GO:0016021
chrXII	222685	223059	C	ID=YLR037C|Name=YLR037C|gene=PAU23
chrXII	224921	225172	C	ID=YLR038C|Name=YLR038C|gene=COX12
chrXII	225426	228596	C	ID=YLR039C|Name=YLR039C|gene=RIC1
